OBJECTID;PROJECTNUMMER;NAAMPROJECT;PROJECTFASE;TOTAALAANTALWONINGEN;SHAPE.AREA;SHAPE.LEN;geo_shape;geo_point_2d;NAAMDEELGEBIED;BOUWPLAN;WONINGTYPE;PRIJSKLASSE;OPLEVERJAARDEELGEBIED;AANTALWONINGENDEELGEBIED;PROJECT_ID;NIEUW_VERBOUW
309969;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Eikberg 2, Groenendijk 58, Raakeind 25 - Minitopia;EHV-ZP2023-0014;Eengezins;Koop(sociaal);2024;3;880-100;Nieuwbouw
309976;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Boslust 12 - Minitopia;EHV-ZP2022-0017;Eengezins;Koop(sociaal);2023;1;880-100;Nieuwbouw
309891;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Overakker 91 en Boslust 12 en 13 - Minitopia;Diverse;Eengezins;Koop(sociaal);2024;3;880-100;Nieuwbouw
309899;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Fase 3 Kamer J - Noordhoek 2 t/m 32 even en 1 t/m 15 oneven;EHV-ZP2022-0000;Eengezins;Huur(betaalbaar);2023;24;880-100;Nieuwbouw
309913;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Kamer E - Overakker 93 t/m 103 oneven;V22/49336;Meergezins;Huur(middenhuur);2024;6;880-100;Nieuwbouw
309936;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Rondveld 21 - Minitopia;Diverse;Eengezins;Koop(sociaal);2024;1;880-100;Nieuwbouw
309941;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Overakker 83 - Minitopia;V22/48345;Eengezins;Koop(sociaal);2023;1;880-100;Nieuwbouw
309943;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Noordhoek 2a en Groenendijk 78 - Minitopia;Div.;Eengezins;Koop(sociaal);2024;2;880-100;Nieuwbouw
309945;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Duizend Morgen 4 - LL040;V21/47843;Eengezins;Huur(betaalbaar);2023;1;880-101;Nieuwbouw
309951;270;Castiliëlaan Buurtschap te Veld;In ontwikkeling;666;368266.035;3091.13274803398;"{""coordinates"": [[[[5.451447864649477, 51.49471471806229], [5.456157475644148, 51.49524954247362], [5.458947146394964, 51.49547616739726], [5.461072759464068, 51.49556022982036], [5.468022424539637, 51.495612240929624], [5.467541658206339, 51.49491325738958], [5.467335486799076, 51.49477137893731], [5.467015605896196, 51.494657442910864], [5.466946410248382, 51.49461434484626], [5.466122361937216, 51.493573122795254], [5.465733819117302, 51.49371630494503], [5.464291526265881, 51.49234739990207], [5.464291308071324, 51.492218862457186], [5.463786782754707, 51.49189111000884], [5.462805500596244, 51.492333992682866], [5.461732161364523, 51.492848835214076], [5.4612746094148426, 51.49306305696882], [5.460955079921445, 51.49314865197143], [5.460658520116107, 51.493191984987476], [5.460246738979603, 51.49322010892446], [5.459857884383421, 51.493178105691364], [5.459422837746651, 51.49306422069709], [5.459195212110667, 51.4929924525812], [5.45466529157864, 51.491154293358335], [5.453979633465236, 51.49096952296594], [5.453294126190842, 51.49088452239818], [5.45201389157512, 51.490756705258484], [5.4519912411253975, 51.491028174882835], [5.451877713336231, 51.49118464044744], [5.4518089237863006, 51.49141299019328], [5.451581923956025, 51.49278298506408], [5.451492663448683, 51.49381043609482], [5.451447864649477, 51.49471471806229]]], [[[5.451401777070344, 51.49470935032516], [5.451447877375774, 51.49472370669528], [5.451447864649477, 51.49471471806229], [5.451401777070344, 51.49470935032516]]]], ""type"": ""MultiPolygon""}";51.49372506620035, 5.458612319644513;Boslust 37 - Minitopia;EHV-ZP2023-0000;Eengezins;Koop(sociaal);2024;1;880-100;Nieuwbouw
